customer_id,gross_revenue,recency_days,qty_invoices,qty_items,qty_products,avg_ticket,frequency,qty_returns,returns_ratio,avg_basket_size,avg_unique_basket_size,period_of_buy_day,period_of_buy_quarter,country
15581,721.63,156.0,10.0,283.0,146.0,4.942671232876712,0.04739336492890995,0.0,0.0,28.3,13.3,between_11_20,4,United Kingdom
15680,1333.68,9.0,3.0,952.0,78.0,17.09846153846154,0.008379888268156424,0.0,0.0,317.3333333333333,20.333333333333332,after_20,4,United Kingdom
13649,346.6,256.0,2.0,139.0,23.0,15.069565217391306,0.018018018018018018,0.0,0.0,69.5,11.5,before_11,4,United Kingdom
17894,1119.39,71.0,8.0,403.0,192.0,5.830156250000001,0.02702702702702703,0.0,0.0,50.375,15.75,after_20,4,United Kingdom
13270,590.0,366.0,1.0,200.0,1.0,590.0,1.0,0.0,0.0,200.0,1.0,before_11,4,United Kingdom
14618,553.44,9.0,3.0,264.0,16.0,34.59,0.00911854103343465,3.0,0.011363636363636364,88.0,3.3333333333333335,after_20,4,United Kingdom
14866,14353.4,10.0,11.0,6751.0,98.0,146.46326530612245,0.03081232492997199,183.0,0.027107095245148868,613.7272727272727,2.6363636363636362,after_20,4,United Kingdom
13077,729.27,1.0,4.0,863.0,112.0,6.5113392857142856,0.01092896174863388,0.0,0.0,215.75,24.75,between_11_20,4,United Kingdom
13115,2294.78,11.0,4.0,1567.0,120.0,19.12316666666667,0.022988505747126436,33.0,0.021059349074664963,391.75,22.0,before_11,4,United Kingdom
19126,12.87,366.0,1.0,9.0,9.0,1.43,1.0,0.0,0.0,9.0,9.0,before_11,4,United Kingdom
13531,483.8,205.0,2.0,174.0,22.0,21.990909090909092,0.012345679012345678,0.0,0.0,87.0,8.5,between_11_20,4,United Kingdom
13848,1255.0,92.0,3.0,3700.0,5.0,251.0,0.01090909090909091,0.0,0.0,1233.3333333333333,1.0,before_11,4,United Kingdom
13140,423.72,108.0,3.0,186.0,46.0,9.211304347826088,0.011583011583011582,0.0,0.0,62.0,13.333333333333334,after_20,3,United Kingdom
15713,356.7,143.0,2.0,150.0,19.0,18.773684210526316,0.008928571428571428,1.0,0.006666666666666667,75.0,9.0,before_11,4,United Kingdom
17999,382.06,37.0,2.0,221.0,93.0,4.108172043010753,0.006060606060606061,0.0,0.0,110.5,43.5,before_11,4,United Kingdom
15347,201.60000000000002,366.0,1.0,130.0,5.0,40.32000000000001,1.0,0.0,0.0,130.0,5.0,before_11,4,United Kingdom
17340,12353.29,29.0,11.0,5967.0,407.0,30.352063882063884,0.03254437869822485,64.0,0.010725657784481315,542.4545454545455,20.818181818181817,before_11,3,United Kingdom
13984,920.51,26.0,5.0,679.0,16.0,57.531875,0.01466275659824047,408.0,0.6008836524300442,135.8,2.8,before_11,4,United Kingdom
15996,1060.68,88.0,6.0,384.0,130.0,8.159076923076924,0.021505376344086023,2.0,0.005208333333333333,64.0,17.166666666666668,after_20,1,United Kingdom
19127,24.95,366.0,1.0,15.0,11.0,2.268181818181818,1.0,0.0,0.0,15.0,11.0,before_11,4,United Kingdom
14030,2360.09,18.0,8.0,1479.0,243.0,9.712304526748971,0.022922636103151862,0.0,0.0,184.875,26.25,before_11,4,United Kingdom
16596,250.15,15.0,2.0,97.0,12.0,20.845833333333335,0.005681818181818182,0.0,0.0,48.5,6.0,before_11,4,United Kingdom
16700,5076.55,8.0,13.0,4024.0,308.0,16.482305194805196,0.036211699164345405,5.0,0.001242544731610338,309.53846153846155,12.23076923076923,between_11_20,2,United Kingdom
16011,3362.71,8.0,16.0,2042.0,212.0,15.86183962264151,0.04456824512534819,0.0,0.0,127.625,6.1875,before_11,4,United Kingdom
17655,2638.94,10.0,7.0,1116.0,91.0,28.99934065934066,0.0196078431372549,160.0,0.14336917562724014,159.42857142857142,9.428571428571429,after_20,4,United Kingdom
16717,3858.38,23.0,6.0,1866.0,199.0,19.38884422110553,0.01744186046511628,298.0,0.15969989281886388,311.0,29.333333333333332,before_11,4,United Kingdom
14243,2588.77,8.0,10.0,1221.0,141.0,18.360070921985816,0.027932960893854747,17.0,0.013923013923013924,122.1,9.9,after_20,4,United Kingdom
12963,1856.63,8.0,8.0,881.0,95.0,19.54347368421053,0.0223463687150838,0.0,0.0,110.125,9.375,between_11_20,4,United Kingdom
15079,895.61,212.0,4.0,389.0,47.0,19.055531914893617,0.025974025974025976,1.0,0.002570694087403599,97.25,11.5,before_11,2,United Kingdom
14437,63.0,365.0,1.0,60.0,5.0,12.6,1.0,0.0,0.0,60.0,5.0,before_11,4,United Kingdom
12942,683.9,131.0,3.0,203.0,75.0,9.118666666666666,0.01276595744680851,0.0,0.0,67.66666666666667,22.666666666666668,after_20,4,United Kingdom
15660,1600.86,25.0,9.0,1050.0,90.0,17.787333333333333,0.026392961876832845,13.0,0.012380952380952381,116.66666666666667,6.111111111111111,between_11_20,3,United Kingdom
18092,9068.26,2.0,11.0,4252.0,89.0,101.89056179775281,0.03021978021978022,2.0,0.00047036688617121356,386.54545454545456,2.5454545454545454,before_11,4,United Kingdom
15358,8347.2,4.0,22.0,7050.0,551.0,15.149183303085302,0.06077348066298342,123.0,0.017446808510638297,320.45454545454544,13.272727272727273,before_11,1,United Kingdom
12481,5020.32,22.0,10.0,3272.0,209.0,24.020669856459328,0.029069767441860465,14.0,0.004278728606356968,327.2,14.9,between_11_20,4,Germany
12721,2386.13,31.0,6.0,1944.0,155.0,15.394387096774194,0.018518518518518517,5.0,0.00257201646090535,324.0,22.0,before_11,2,France
12621,12411.67,1.0,20.0,7369.0,449.0,27.64291759465479,0.0547945205479452,36.0,0.004885330438322703,368.45,13.0,between_11_20,2,Germany
18071,453.0,257.0,2.0,260.0,25.0,18.12,0.01834862385321101,0.0,0.0,130.0,11.5,after_20,4,United Kingdom
12683,7612.57,4.0,14.0,4934.0,331.0,22.99870090634441,0.03867403314917127,84.0,0.017024726388325903,352.42857142857144,12.571428571428571,before_11,4,France
12755,3811.95,280.0,2.0,1491.0,4.0,952.9875,0.023255813953488372,624.0,0.41851106639839036,745.5,2.0,before_11,4,Japan
13854,8109.5199999999995,8.0,25.0,2296.0,110.0,73.72290909090908,0.06983240223463687,18.0,0.0078397212543554,91.84,1.56,after_20,1,United Kingdom
12797,226.03,365.0,1.0,117.0,12.0,18.835833333333333,1.0,39.0,0.3333333333333333,117.0,12.0,before_11,4,Portugal
13369,308.28000000000003,365.0,1.0,149.0,14.0,22.020000000000003,1.0,22.0,0.1476510067114094,149.0,14.0,before_11,4,United Kingdom
12494,1084.1000000000001,15.0,7.0,698.0,71.0,15.269014084507043,0.019943019943019943,16.0,0.022922636103151862,99.71428571428571,8.857142857142858,after_20,4,France
17857,25301.54,4.0,22.0,14822.0,48.0,527.1154166666666,0.06077348066298342,170.0,0.011469437322898395,673.7272727272727,0.8181818181818182,before_11,4,United Kingdom
17411,778.94,12.0,3.0,306.0,41.0,18.998536585365855,0.012,8.0,0.026143790849673203,102.0,13.0,after_20,4,United Kingdom
14932,363.53,365.0,1.0,80.0,17.0,21.384117647058822,1.0,0.0,0.0,80.0,17.0,before_11,4,Channel Islands
12429,3388.4,9.0,4.0,1538.0,94.0,36.0468085106383,0.011204481792717087,0.0,0.0,384.5,20.25,after_20,4,Denmark
14987,326.4,15.0,2.0,128.0,4.0,81.6,0.005698005698005698,0.0,0.0,64.0,1.0,before_11,4,United Kingdom
14355,174.4,365.0,1.0,92.0,11.0,15.854545454545455,1.0,0.0,0.0,92.0,11.0,before_11,4,United Kingdom
17526,1195.8999999999999,4.0,4.0,310.0,19.0,62.942105263157885,0.011049723756906077,53.0,0.17096774193548386,77.5,4.25,between_11_20,4,United Kingdom
14896,468.77000000000004,204.0,2.0,279.0,43.0,10.901627906976746,0.012345679012345678,0.0,0.0,139.5,21.5,between_11_20,2,United Kingdom
14440,2357.6800000000003,8.0,5.0,588.0,55.0,42.8669090909091,0.013966480446927373,0.0,0.0,117.6,6.6,after_20,4,United Kingdom
13240,648.7,96.0,4.0,297.0,66.0,9.82878787878788,0.014814814814814815,0.0,0.0,74.25,14.5,before_11,4,United Kingdom
14479,316.25,253.0,2.0,117.0,18.0,17.569444444444443,0.017699115044247787,0.0,0.0,58.5,9.0,before_11,4,United Kingdom
16065,372.09,365.0,1.0,231.0,74.0,5.028243243243243,1.0,0.0,0.0,231.0,71.0,before_11,4,United Kingdom
17430,265.76,32.0,2.0,190.0,14.0,18.982857142857142,0.005988023952095809,0.0,0.0,95.0,7.0,before_11,4,United Kingdom
16520,1046.57,186.0,3.0,558.0,156.0,6.708782051282051,0.016666666666666666,1.0,0.0017921146953405018,186.0,43.0,before_11,2,United Kingdom
19145,21.299999999999997,365.0,1.0,16.0,3.0,7.099999999999999,1.0,0.0,0.0,16.0,3.0,before_11,4,United Kingdom
15945,181.0,365.0,1.0,52.0,2.0,90.5,1.0,0.0,0.0,52.0,2.0,before_11,4,United Kingdom
15181,689.4799999999999,66.0,3.0,544.0,16.0,43.092499999999994,0.014705882352941176,1.0,0.001838235294117647,181.33333333333334,3.6666666666666665,between_11_20,1,United Kingdom
15856,16386.31,4.0,27.0,11002.0,644.0,25.444580745341618,0.07458563535911603,64.0,0.0058171241592437735,407.48148148148147,10.88888888888889,after_20,4,United Kingdom
13102,6424.09,1.0,24.0,4204.0,304.0,21.131875,0.06575342465753424,44.0,0.010466222645099905,175.16666666666666,5.833333333333333,before_11,1,United Kingdom
14205,466.7,16.0,2.0,204.0,24.0,19.445833333333333,0.008032128514056224,104.0,0.5098039215686274,102.0,11.5,between_11_20,4,United Kingdom
19152,5.85,365.0,1.0,3.0,1.0,5.85,1.0,0.0,0.0,3.0,1.0,before_11,4,United Kingdom
17702,1824.37,30.0,4.0,1353.0,74.0,24.653648648648648,0.022598870056497175,33.0,0.024390243902439025,338.25,14.5,after_20,2,United Kingdom
15271,2507.07,7.0,15.0,1262.0,274.0,9.149890510948905,0.04178272980501393,5.0,0.003961965134706815,84.13333333333334,12.266666666666667,before_11,4,United Kingdom
13982,1871.81,39.0,4.0,1136.0,111.0,16.863153153153153,0.012232415902140673,4.0,0.0035211267605633804,284.0,18.0,after_20,4,United Kingdom
15288,2306.52,43.0,5.0,775.0,88.0,26.210454545454546,0.015479876160990712,0.0,0.0,155.0,16.0,before_11,4,United Kingdom
17978,300.91999999999996,365.0,1.0,499.0,12.0,25.076666666666664,1.0,0.0,0.0,499.0,12.0,before_11,4,United Kingdom
16795,414.88,365.0,1.0,239.0,66.0,6.286060606060606,1.0,0.0,0.0,239.0,64.0,before_11,4,United Kingdom
16519,212.98,25.0,2.0,53.0,12.0,17.74833333333333,0.005865102639296188,0.0,0.0,26.5,6.0,between_11_20,4,United Kingdom
19154,6382.71,365.0,1.0,1641.0,650.0,9.819553846153847,1.0,0.0,0.0,1641.0,647.0,before_11,4,United Kingdom
17816,36.56,36.0,4.0,30.0,17.0,2.150588235294118,0.012121212121212121,0.0,0.0,7.5,4.0,before_11,4,United Kingdom
13021,2616.38,4.0,9.0,1352.0,131.0,19.97236641221374,0.02535211267605634,16.0,0.011834319526627219,150.22222222222223,11.222222222222221,after_20,4,United Kingdom
16255,2619.91,16.0,8.0,1767.0,270.0,9.70337037037037,0.022857142857142857,7.0,0.003961516694963215,220.875,18.25,before_11,3,United Kingdom
17671,1572.71,15.0,4.0,772.0,53.0,29.67377358490566,0.011396011396011397,113.0,0.14637305699481865,193.0,10.0,before_11,4,United Kingdom
17646,1008.39,219.0,3.0,323.0,51.0,19.77235294117647,0.02040816326530612,3.0,0.009287925696594427,107.66666666666667,15.333333333333334,before_11,4,United Kingdom
12649,569.51,107.0,3.0,583.0,29.0,19.638275862068966,0.02830188679245283,12.0,0.02058319039451115,194.33333333333334,9.0,after_20,3,Germany
16350,1116.47,21.0,4.0,545.0,57.0,19.58719298245614,0.012779552715654952,3.0,0.005504587155963303,136.25,10.0,before_11,4,United Kingdom
12872,599.97,326.0,2.0,319.0,66.0,9.090454545454547,0.05,0.0,0.0,159.5,29.0,between_11_20,4,United Kingdom
17339,243.36,94.0,2.0,152.0,9.0,27.040000000000003,0.007352941176470588,0.0,0.0,76.0,4.5,before_11,3,United Kingdom
18230,2810.2000000000003,9.0,7.0,1316.0,86.0,32.67674418604651,0.023809523809523808,18.0,0.013677811550151976,188.0,4.571428571428571,before_11,4,United Kingdom
16499,365.45,360.0,2.0,127.0,19.0,19.23421052631579,0.4,5.0,0.03937007874015748,63.5,9.0,between_11_20,4,United Kingdom
17097,954.42,2.0,8.0,459.0,211.0,4.523317535545024,0.02197802197802198,2.0,0.004357298474945534,57.375,19.125,between_11_20,3,Spain
19159,3.7199999999999998,365.0,1.0,3.0,3.0,1.24,1.0,0.0,0.0,3.0,3.0,before_11,4,United Kingdom
15192,1044.32,119.0,3.0,918.0,51.0,20.47686274509804,0.012145748987854251,0.0,0.0,306.0,12.0,before_11,4,United Kingdom
14441,1712.89,0.0,4.0,446.0,51.0,33.58607843137255,0.015625,16.0,0.03587443946188341,111.5,10.75,before_11,4,United Kingdom
15279,290.51,354.0,1.0,189.0,19.0,15.29,1.0,4.0,0.021164021164021163,189.0,19.0,between_11_20,4,United Kingdom
15380,1690.2600000000002,8.0,5.0,376.0,36.0,46.951666666666675,0.013966480446927373,2.0,0.005319148936170213,75.2,4.4,after_20,4,United Kingdom
17442,2248.56,36.0,6.0,1496.0,135.0,16.656,0.023529411764705882,6.0,0.004010695187165776,249.33333333333334,16.0,before_11,3,United Kingdom
17950,482.2,72.0,3.0,366.0,71.0,6.791549295774648,0.01020408163265306,24.0,0.06557377049180328,122.0,21.0,before_11,4,United Kingdom
12826,1474.72,2.0,7.0,1058.0,91.0,16.205714285714286,0.019230769230769232,4.0,0.003780718336483932,151.14285714285714,8.285714285714286,before_11,4,United Kingdom
17456,249.86,365.0,1.0,222.0,17.0,14.69764705882353,1.0,0.0,0.0,222.0,17.0,before_11,4,United Kingdom
15811,2218.62,22.0,6.0,1071.0,133.0,16.681353383458646,0.01744186046511628,10.0,0.009337068160597572,178.5,19.5,between_11_20,4,United Kingdom
13327,3627.77,38.0,8.0,1600.0,108.0,33.59046296296296,0.024390243902439025,12.0,0.0075,200.0,9.25,between_11_20,4,United Kingdom
17700,2534.64,16.0,4.0,1266.0,142.0,17.84957746478873,0.015037593984962405,5.0,0.0039494470774091624,316.5,29.0,before_11,4,United Kingdom
13136,2607.61,56.0,5.0,1328.0,127.0,20.53236220472441,0.03184713375796178,16.0,0.012048192771084338,265.6,18.8,between_11_20,3,United Kingdom
15535,536.4,173.0,4.0,143.0,75.0,7.152,0.025806451612903226,14.0,0.0979020979020979,35.75,13.75,between_11_20,2,United Kingdom
15329,1049.7,39.0,3.0,486.0,57.0,18.41578947368421,0.022556390977443608,6.0,0.012345679012345678,162.0,17.0,after_20,4,United Kingdom
19160,7.5,365.0,1.0,2.0,2.0,3.75,1.0,0.0,0.0,2.0,2.0,before_11,4,United Kingdom
15211,894.4100000000001,60.0,2.0,240.0,52.0,17.20019230769231,0.006535947712418301,0.0,0.0,120.0,26.0,before_11,4,United Kingdom
15596,1406.59,100.0,5.0,561.0,77.0,18.267402597402597,0.018796992481203006,13.0,0.023172905525846704,112.2,10.2,before_11,1,United Kingdom
19178,1667.95,365.0,1.0,224.0,110.0,15.163181818181819,1.0,0.0,0.0,224.0,110.0,before_11,4,United Kingdom
19179,1825.48,365.0,1.0,238.0,112.0,16.298928571428572,1.0,0.0,0.0,238.0,112.0,before_11,4,United Kingdom
16163,856.6,232.0,2.0,192.0,6.0,142.76666666666668,0.014925373134328358,100.0,0.5208333333333334,96.0,2.5,between_11_20,4,United Kingdom
19180,2268.88,365.0,1.0,352.0,120.0,18.907333333333334,1.0,0.0,0.0,352.0,120.0,before_11,4,United Kingdom
19181,208.22,365.0,1.0,31.0,20.0,10.411,1.0,0.0,0.0,31.0,20.0,before_11,4,United Kingdom
16907,981.65,29.0,5.0,298.0,151.0,6.500993377483444,0.01483679525222552,0.0,0.0,59.6,17.8,between_11_20,4,United Kingdom
17576,3622.68,8.0,19.0,1994.0,411.0,8.814306569343065,0.05307262569832402,40.0,0.020060180541624874,104.94736842105263,12.894736842105264,between_11_20,3,United Kingdom
14713,2666.36,9.0,11.0,1615.0,339.0,7.865368731563422,0.03081232492997199,2.0,0.001238390092879257,146.8181818181818,13.272727272727273,before_11,4,United Kingdom
14702,3292.14,1.0,17.0,1454.0,347.0,9.487435158501441,0.04657534246575343,10.0,0.0068775790921595595,85.52941176470588,11.529411764705882,before_11,4,United Kingdom
13230,2806.97,4.0,14.0,1665.0,611.0,4.5940589198036,0.03867403314917127,121.0,0.07267267267267268,118.92857142857143,28.071428571428573,before_11,1,United Kingdom
13969,9053.94,7.0,18.0,4542.0,626.0,14.463162939297126,0.05013927576601671,59.0,0.012989872302950243,252.33333333333334,18.555555555555557,after_20,4,United Kingdom
17530,2380.41,1.0,10.0,1523.0,392.0,6.072474489795918,0.0273972602739726,0.0,0.0,152.3,30.5,after_20,4,United Kingdom
15805,5528.4800000000005,23.0,17.0,3387.0,301.0,18.367043189368772,0.049707602339181284,50.0,0.014762326542663124,199.23529411764707,12.941176470588236,between_11_20,2,United Kingdom
19188,5424.59,364.0,1.0,1305.0,533.0,10.177467166979362,1.0,0.0,0.0,1305.0,530.0,before_11,4,United Kingdom
17696,2285.71,38.0,8.0,1756.0,115.0,19.875739130434784,0.024464831804281346,26.0,0.014806378132118452,219.5,9.75,before_11,3,United Kingdom
17076,841.0799999999999,36.0,3.0,295.0,25.0,33.6432,0.00911854103343465,0.0,0.0,98.33333333333333,5.666666666666667,before_11,4,United Kingdom
17827,1995.46,5.0,5.0,1247.0,220.0,9.070272727272727,0.013888888888888888,0.0,0.0,249.4,38.0,before_11,4,United Kingdom
16265,5447.0,9.0,9.0,2646.0,258.0,21.112403100775193,0.025280898876404494,19.0,0.007180650037792895,294.0,18.22222222222222,before_11,4,United Kingdom
17880,458.92,364.0,1.0,314.0,26.0,17.65076923076923,1.0,0.0,0.0,314.0,26.0,before_11,4,United Kingdom
13000,534.85,106.0,3.0,379.0,31.0,17.253225806451614,0.011583011583011582,0.0,0.0,126.33333333333333,10.0,after_20,4,United Kingdom
19189,2.95,364.0,1.0,1.0,1.0,2.95,1.0,0.0,0.0,1.0,1.0,before_11,4,United Kingdom
17790,1965.55,26.0,14.0,836.0,190.0,10.345,0.04129793510324484,0.0,0.0,59.714285714285715,8.642857142857142,before_11,4,United Kingdom
12731,18751.91,23.0,12.0,8429.0,273.0,68.68831501831502,0.03508771929824561,70.0,0.008304662474789417,702.4166666666666,9.0,after_20,1,France
14419,1058.06,10.0,6.0,487.0,206.0,5.13621359223301,0.016901408450704224,0.0,0.0,81.16666666666667,18.666666666666668,after_20,4,United Kingdom
14082,182.25,364.0,1.0,110.0,29.0,6.2844827586206895,1.0,0.0,0.0,110.0,28.0,before_11,4,United Kingdom
17912,311.01,310.0,5.0,185.0,38.0,8.184473684210525,0.09090909090909091,2.0,0.010810810810810811,37.0,7.0,between_11_20,4,United Kingdom
15723,203.1,364.0,1.0,87.0,41.0,4.953658536585365,1.0,0.0,0.0,87.0,37.0,before_11,4,United Kingdom
16656,8625.8,22.0,15.0,8894.0,73.0,118.16164383561643,0.043731778425655975,21.0,0.0023611423431526874,592.9333333333333,0.9333333333333333,before_11,3,United Kingdom
14037,147.20000000000002,176.0,2.0,46.0,28.0,5.257142857142858,0.010582010582010581,0.0,0.0,23.0,13.5,between_11_20,4,United Kingdom
14256,969.0600000000001,260.0,2.0,414.0,53.0,18.284150943396227,0.01904761904761905,4.0,0.00966183574879227,207.0,25.5,after_20,4,United Kingdom
14543,3590.68,28.0,16.0,675.0,69.0,52.03884057971014,0.04747774480712166,73.0,0.10814814814814815,42.1875,2.5625,before_11,1,United Kingdom
16062,1153.62,9.0,4.0,800.0,64.0,18.0253125,0.011235955056179775,0.0,0.0,200.0,12.5,before_11,4,United Kingdom
18116,1414.43,67.0,8.0,830.0,377.0,3.7518037135278517,0.026845637583892617,0.0,0.0,103.75,28.625,between_11_20,4,United Kingdom
16019,3786.2400000000002,46.0,9.0,1733.0,160.0,23.664,0.02821316614420063,84.0,0.048470859780727064,192.55555555555554,14.777777777777779,after_20,1,United Kingdom
18178,1590.81,128.0,4.0,983.0,97.0,16.400103092783503,0.016877637130801686,4.0,0.004069175991861648,245.75,20.0,before_11,4,United Kingdom
18065,2392.83,5.0,14.0,1027.0,137.0,17.465912408759124,0.03888888888888889,3.0,0.0029211295034079843,73.35714285714286,7.857142857142857,before_11,2,United Kingdom
13148,3707.12,29.0,12.0,1975.0,319.0,11.621065830721003,0.03571428571428571,147.0,0.07443037974683545,164.58333333333334,19.25,after_20,1,United Kingdom
12989,6924.110000000001,3.0,15.0,2943.0,64.0,108.18921875000001,0.04143646408839779,28.0,0.009514101257220523,196.2,2.7333333333333334,before_11,4,United Kingdom
14107,2703.23,51.0,7.0,1793.0,123.0,21.977479674796747,0.022292993630573247,5.0,0.002788622420524261,256.14285714285717,8.714285714285714,before_11,4,United Kingdom
15881,501.39000000000004,312.0,5.0,260.0,29.0,17.289310344827587,0.09433962264150944,61.0,0.23461538461538461,52.0,5.2,after_20,1,United Kingdom
12785,255.95,364.0,1.0,129.0,13.0,19.68846153846154,1.0,3.0,0.023255813953488372,129.0,13.0,before_11,4,Portugal
16727,272.82,364.0,1.0,177.0,46.0,5.9308695652173915,1.0,0.0,0.0,177.0,41.0,before_11,4,United Kingdom
15514,4139.46,12.0,11.0,2160.0,178.0,23.255393258426967,0.031161473087818695,369.0,0.17083333333333334,196.36363636363637,8.727272727272727,before_11,4,United Kingdom
13787,309.04,75.0,2.0,337.0,31.0,9.969032258064518,0.006896551724137931,0.0,0.0,168.5,12.0,after_20,3,United Kingdom
17865,10524.220000000001,30.0,20.0,5756.0,369.0,28.520921409214097,0.05970149253731343,59.0,0.010250173731758166,287.8,9.5,between_11_20,3,United Kingdom
17220,3198.25,24.0,14.0,1905.0,472.0,6.775953389830509,0.04105571847507331,0.0,0.0,136.07142857142858,21.642857142857142,after_20,3,United Kingdom
19195,5694.84,364.0,1.0,1503.0,619.0,9.200064620355413,1.0,0.0,0.0,1503.0,606.0,before_11,4,United Kingdom
19196,12633.67,364.0,1.0,2229.0,140.0,90.2405,1.0,0.0,0.0,2229.0,140.0,before_11,4,United Kingdom
16565,173.7,364.0,1.0,46.0,3.0,57.9,1.0,0.0,0.0,46.0,3.0,before_11,4,United Kingdom
16873,7123.62,4.0,6.0,3840.0,279.0,25.53268817204301,0.01662049861495845,15.0,0.00390625,640.0,29.833333333333332,before_11,4,United Kingdom
14062,10464.85,9.0,12.0,5593.0,111.0,94.27792792792793,0.033707865168539325,0.0,0.0,466.0833333333333,5.0,between_11_20,3,United Kingdom
19197,21.7,364.0,1.0,6.0,6.0,3.6166666666666667,1.0,0.0,0.0,6.0,6.0,before_11,4,United Kingdom
15179,2206.95,18.0,5.0,1938.0,93.0,23.73064516129032,0.016556291390728478,31.0,0.015995872033023734,387.6,18.2,between_11_20,1,United Kingdom
18016,1483.56,32.0,5.0,1029.0,123.0,12.061463414634146,0.015015015015015015,0.0,0.0,205.8,18.0,before_11,4,United Kingdom
14448,375.35,9.0,2.0,104.0,20.0,18.767500000000002,0.0056179775280898875,0.0,0.0,52.0,10.0,before_11,4,United Kingdom
15503,147.09,362.0,1.0,74.0,70.0,2.1012857142857144,1.0,0.0,0.0,74.0,66.0,before_11,4,United Kingdom
17251,283.28000000000003,362.0,1.0,110.0,39.0,7.263589743589744,1.0,0.0,0.0,110.0,37.0,before_11,4,United Kingdom
16923,7247.61,12.0,19.0,3417.0,672.0,10.785133928571428,0.05413105413105413,234.0,0.0684811237928007,179.8421052631579,16.473684210526315,after_20,2,United Kingdom
14159,4690.64,19.0,11.0,4405.0,1203.0,3.8991188694929346,0.03197674418604651,13.0,0.0029511918274687855,400.45454545454544,45.45454545454545,between_11_20,4,United Kingdom
17126,1004.75,152.0,5.0,792.0,260.0,3.8644230769230767,0.023696682464454975,2.0,0.0025252525252525255,158.4,37.4,before_11,3,United Kingdom
15224,322.08,358.0,2.0,152.0,14.0,23.005714285714284,0.4,2.0,0.013157894736842105,76.0,6.5,between_11_20,4,United Kingdom
14577,859.71,12.0,4.0,353.0,123.0,6.989512195121952,0.011396011396011397,0.0,0.0,88.25,21.5,after_20,4,United Kingdom
12753,21429.39,22.0,6.0,11421.0,197.0,108.77862944162436,0.017595307917888565,171.0,0.014972419227738377,1903.5,22.0,before_11,4,Japan
17236,916.13,12.0,6.0,474.0,105.0,8.725047619047618,0.017094017094017096,0.0,0.0,79.0,14.666666666666666,after_20,2,United Kingdom
17372,1342.68,40.0,8.0,749.0,253.0,5.30703557312253,0.02476780185758514,0.0,0.0,93.625,26.875,before_11,4,United Kingdom
16367,804.49,37.0,2.0,647.0,130.0,6.188384615384615,0.006134969325153374,0.0,0.0,323.5,61.5,before_11,4,United Kingdom
12875,343.2300000000001,143.0,2.0,2019.0,2.0,171.61500000000004,0.00909090909090909,0.0,0.0,1009.5,0.5,between_11_20,4,United Kingdom
17917,341.28,45.0,3.0,187.0,94.0,3.63063829787234,0.009433962264150943,0.0,0.0,62.333333333333336,25.666666666666668,after_20,4,United Kingdom
16010,407.5,245.0,3.0,210.0,86.0,4.738372093023256,0.025423728813559324,0.0,0.0,70.0,20.666666666666668,before_11,2,United Kingdom
17085,1566.65,123.0,5.0,786.0,187.0,8.377807486631017,0.020833333333333332,2.0,0.002544529262086514,157.2,23.0,before_11,4,United Kingdom
13668,6363.59,2.0,21.0,3742.0,470.0,13.539553191489363,0.05817174515235457,105.0,0.028059861036878676,178.1904761904762,13.523809523809524,before_11,2,United Kingdom
14684,1236.28,25.0,5.0,853.0,421.0,2.9365320665083137,0.014792899408284023,0.0,0.0,170.6,46.2,between_11_20,4,United Kingdom
17188,2474.23,11.0,7.0,1328.0,84.0,29.455119047619046,0.019886363636363636,27.0,0.02033132530120482,189.71428571428572,10.142857142857142,after_20,4,United Kingdom
15547,4954.84,7.0,14.0,4032.0,702.0,7.058176638176638,0.03932584269662921,0.0,0.0,288.0,31.5,after_20,3,United Kingdom
15998,3089.97,36.0,5.0,2041.0,506.0,6.106660079051383,0.01529051987767584,4.0,0.0019598236158745713,408.2,74.0,between_11_20,4,United Kingdom
14413,122.7,362.0,1.0,68.0,23.0,5.334782608695653,1.0,0.0,0.0,68.0,22.0,before_11,4,United Kingdom
18004,169.47,362.0,1.0,78.0,40.0,4.23675,1.0,0.0,0.0,78.0,32.0,before_11,4,United Kingdom
13959,598.2,79.0,3.0,357.0,92.0,6.502173913043479,0.01056338028169014,0.0,0.0,119.0,26.333333333333332,before_11,3,United Kingdom
16665,135.39999999999998,362.0,1.0,59.0,9.0,15.044444444444443,1.0,0.0,0.0,59.0,9.0,before_11,4,United Kingdom
15454,179.1,362.0,1.0,86.0,25.0,7.164,1.0,0.0,0.0,86.0,23.0,before_11,4,United Kingdom
15044,7700.2300000000005,19.0,17.0,2795.0,453.0,16.998300220750554,0.04941860465116279,9.0,0.0032200357781753132,164.41176470588235,13.705882352941176,between_11_20,4,United Kingdom
17937,4301.22,8.0,7.0,1754.0,43.0,100.02837209302326,0.01971830985915493,0.0,0.0,250.57142857142858,2.7142857142857144,between_11_20,4,United Kingdom
14608,1785.15,4.0,4.0,437.0,20.0,89.25750000000001,0.011142061281337047,0.0,0.0,109.25,2.0,before_11,4,United Kingdom
17618,971.58,5.0,3.0,331.0,78.0,12.456153846153846,0.008379888268156424,0.0,0.0,110.33333333333333,18.666666666666668,before_11,4,United Kingdom
14505,5905.64,17.0,8.0,2759.0,799.0,7.391289111389237,0.023121387283236993,16.0,0.005799202609641174,344.875,67.5,between_11_20,4,United Kingdom
